,Event Description,Year,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Respondent,Geographic Areas,NERC Region,Demand Loss (MW),Number of Customers Affected,Tags,lat,lon,,
970,High Winds/Rain,2009,4/25/2009,2:30 p.m.,4/29/2009,1:00 a.m.,Detroit Edison,"Arizona, California, Colorado, Iowa, Kansas, Minnesota, Montana, Nebraska, Nevada, New Mexico, North Dakota, South Dakota, Texas, Utah, Wyoming",RFC,,"125,000","severe weather, wind, rain",34.048927,-111.093735,,
971,Complete Electric System Failure,2009,4/24/2009,11:09 a.m.,4/24/2009,11:21 a.m.,Constellation Energy,Louisiana,SERC,32,"11,000",unknown,30.39183,-92.329102,,
972,Fuel Supply Deficiency,2009,4/23/2009,12:00 a.m.,Ongoing,Ongoing,"State of California, Department of Water Resources",California,WECC,-,-,fuel supply emergency,36.778259,-119.417931,,
973,Substation Load Interruption,2009,4/23/2009,5:54 p.m.,4/23/2009,7:58 p.m.,Southern California Edison Co,California,WECC,512,"280,000",load shedding,36.778259,-119.417931,,
974,Transmission Tripped,2009,4/23/2009,4:25 p.m.,4/24/2009,12:29 a.m.,Puget Sound Energy,Washington,WECC,244,"93,300",equipment failure,47.751076,-120.740135,,
975,Severe Thunderstorms,2009,4/10/2009,10:00 p.m.,4/11/2009,2:30 a.m.,Southern Company,"Alabama, Georgia",SERC,162,"56,679","severe weather, thunderstorm",32.31823,-86.902298,,
976,Winter Storm,2009,4/6/2009,1:00 a.m.,4/8/2009,12:00 p.m.,Consumers Energy,Michigan,RFC,75,"70,793","severe weather, winter storm",44.182205,-84.506836,,
977,Unit Shut Down,2009,3/8/2009,10:16 p.m.,3/8/2009,11:45 p.m.,Crockett Cogeneration,California,WECC,150,-,unknown,36.778259,-119.417931,,
978,Made Public Appeals,2009,3/3/2009,10:00 p.m.,3/4/2009,8:17 p.m.,American Electric Power,Virginia,RFC,350,0,public appeal,37.926868,-78.024902,,
979,Transformer Faulted/Unit Tripped,2009,3/3/2009,6:48 a.m.,4/26/2009,6:05 a.m.,"New Covert Generating Company, LLC",Michigan,RFC,378,,equipment failure,44.182205,-84.506836,,
980,Winter Storm,2009,3/1/2009,10:00 p.m.,3/3/2009,6:00 p.m.,Dominion Virginia/North Carolina Power,Virginia,SERC,210,"217,000","severe weather, winter storm",37.926868,-78.024902,,
981,Ice/Snow Storm,2009,3/1/2009,8:54 p.m.,3/3/2009,4:06 p.m.,Duke Energy Carolinas,"North Carolina, South Carolina, Florida, Ohio, Kentucky, Indiana",SERC,"1,000","180,000","severe weather, winter storm",35.782169,-80.793457,,
982,Transmission Equipment Failure,2009,3/1/2009,12:15 a.m.,3/1/2009,3:00 a.m.,El Paso Electric Company,Texas,WECC,250,"132,000","equipment failure, transmission interruption",31,-100,,
983,Severe Weather,2009,3/1/2009,4:00 p.m.,3/1/2009,11:25 p.m.,Southern Company,"Alabama, Georgia, Mississippi",SERC,75,"60,000",severe weather,32.31823,-86.902298,,
984,Ice/Snow Storm,2009,2/23/2009,2:38 a.m.,2/24/2009,1:46 p.m.,Central Maine Power Company,Maine,NPCC,,"131,000","severe weather, winter storm",45.367584,-68.972168,,
985,High Winds,2009,2/13/2009,2:30 a.m.,2/15/2009,3:00 a.m.,Ohio Edison Company,Ohio,RFC,168,"184,000","severe weather, wind",40.367474,-82.996216,,
986,High Winds,2009,2/12/2009,2:30 a.m.,2/12/2009,6:00 a.m.,Midwest ISO,Ohio,RFC,168,"184,000","severe weather, wind",40.367474,-82.996216,,
987,High Winds,2009,2/12/2009,8:00 a.m.,2/15/2009,10:00 p.m.,Penelec,Pennsylvania,RFC,130,"132,000","severe weather, wind",41.203323,-77.194527,,
988,Severe Thunderstorms,2009,2/11/2009,6:18 p.m.,2/16/2009,8:10 p.m.,Allegheny Power,"Maryland, Virginia, West Virginia, Pennsylvania",RFC,,"374,644","severe weather, thunderstorm",39.045753,-76.641273,,
989,Severe Thunderstorms,2009,2/11/2009,6:00 p.m.,2/13/2009,5:00 p.m.,American Electric Power,"Kentucky, West Virginia, Ohio",RFC,,"279,813","severe weather, thunderstorm",37.839333,-84.27002,,
990,Severe Thunderstorms,2009,2/11/2009,9:00 p.m.,2/12/2009,12:00 p.m.,Midwest ISO,"Kentucky, Ohio",RFC,350,"63,000","severe weather, thunderstorm",37.839333,-84.27002,,
991,High Winds,2009,2/11/2009,2:30 a.m.,2/11/2009,12:00 p.m.,CenterPoint Energy,Texas,TRE,350,"64,801","severe weather, wind",31,-100,,
992,Severe Thunderstorms,2009,2/11/2009,7:00 p.m.,2/12/2009,11:00 a.m.,Louisville Gas and Electric/Kentucky Utilities,Kentucky,RFC,,"78,000","severe weather, thunderstorm",37.839333,-84.27002,,
993,Winter Storm,2009,1/28/2009,12:10 a.m.,1/30/2009,9:20 p.m.,Midwest ISO,Missouri,RFC,300,1,"severe weather, winter storm",38.573936,-92.60376,,
994,Ice/Snow Storm,2009,1/28/2009,10:00 a.m.,1/30/2009,9:20 p.m.,Duke Energy Ohio,"Kentucky, Ohio",RFC,,"53,600","severe weather, winter storm",37.839333,-84.27002,,
995,Ice/Snow Storm,2009,1/28/2009,7:50 a.m.,2/13/2009,8:03 a.m.,Duke Energy Indiana,Indiana,RFC,,"53,700","severe weather, winter storm",40.273502,-86.126976,,
996,Winter Storm,2009,1/28/2009,3:00 a.m.,2/13/2009,8:03 a.m.,Midwest ISO,"Illinois, Indiana, Ohio, Kentucky",RFC,,"230,300","severe weather, winter storm",40,-89,,
997,Ice Storm,2009,1/28/2009,9:00 a.m.,2/5/2009,8:00 a.m.,Tennessee Valley Authority,"Tennessee, Kentucky",SERC,,"109,527","severe weather, winter storm",35.860119,-86.660156,,
998,Ice Storm,2009,1/28/2009,6:00 a.m.,2/5/2009,6:00 p.m.,Vectren Energy Delivery of Indiana,Indiana,RFC,506,"75,000","severe weather, winter storm",40.273502,-86.126976,,
999,Ice Storm,2009,1/28/2009,4:00 a.m.,2/7/2009,5:00 p.m.,Henderson Municipal Power and Light,Kentucky,RFC,21,"3,500","severe weather, winter storm",37.839333,-84.27002,,
1000,Ice/Snow Storm,2009,1/27/2009,3:43 p.m.,1/29/2009,9:00 a.m.,American Electric Power,Unknown,RFC,,"59,402","severe weather, winter storm",,,,
1001,Ice Storm,2009,1/27/2009,7:10 a.m.,2/4/2009,7:30 p.m.,Big Rivers Electric Corporation,"Kentucky, Indiana",SERC,350,3,"severe weather, winter storm",37.839333,-84.27002,,
1002,Winter Storm,2009,1/27/2009,11:00 a.m.,1/30/2009,6:00 p.m.,"Associated Electric Cooperative, Inc.",Missouri,SERC,200,"62,500","severe weather, winter storm",38.573936,-92.60376,,
1003,Ice Storm,2009,1/27/2009,9:00 p.m.,1/29/2009,6:00 a.m.,Arkansas Electric Cooperative Corporation,Arkansas,SERC,600,"215,700","severe weather, winter storm",34.799999,-92.199997,,
1004,Ice Storm,2009,1/27/2009,5:03 a.m.,1/31/2009,5:15 p.m.,"East Kentucky Power Cooperative, Inc.",Kentucky,SERC,600,"190,000","severe weather, winter storm",37.839333,-84.27002,,
1005,Ice Storm,2009,1/27/2009,1:46 p.m.,2/3/2009,5:00 p.m.,Entergy Corporation,Arkansas,SERC,,"111,818","severe weather, winter storm",34.799999,-92.199997,,
1006,Ice Storm,2009,1/27/2009,5:00 a.m.,1/29/2009,4:30 p.m.,Louisville Gas and Electric/Kentucky Utilities,Kentucky,RFC,,"383,000","severe weather, winter storm",37.839333,-84.27002,,
1007,Ice Storm,2009,1/27/2009,9:45 p.m.,1/27/2009,10:17 p.m.,Tennessee Valley Autbority,Tennessee,SERC,850,1,"severe weather, winter storm",35.860119,-86.660156,,
1008,Shed Load,2009,1/22/2009,4:00 p.m.,1/22/2009,5:05 p.m.,Crawfordsville Electric Light and Power,Indiana,RFC,50,"9,700",load shedding,40.273502,-86.126976,,
1009,Fuel Supply Deficiency,2009,1/17/2009,8:00 a.m.,1/25/2009,8:00 a.m.,"State Line Energy, LLC",Indiana,RFC,,,fuel supply emergency,40.273502,-86.126976,,
1010,Transmission Equipment Failure,2009,1/8/2009,11:46 p.m.,1/9/2009,11:25 a.m.,Florida Keys Electric Cooperative Assoc. Inc.,Florida,FRCC,55,"31,000","equipment failure, transmission interruption",27.994402,-81.760254,,
1011,High Winds,2009,1/7/2009,5:00 p.m.,1/7/2009,8:05 p.m.,Duke Energy Carolinas,"North Carolina, South Carolina",SERC,300,"70,000","severe weather, wind",35.782169,-80.793457,,
1012,Severe Storm,2009,1/5/2009,5:00 a.m.,1/6/2009,6:00 p.m.,"Oncor Electric Delivery Company, LLC",Texas,TRE,,"157,019","severe weather, storm",31,-100,,
1013,Shed Firm Load,2008,12/30/2008,4:02 p.m.,12/30/2008,4:37 p.m.,Crawfordsville Electric Light and Power,Indiana,RFC,41,"9,700",load shedding,40.273502,-86.126976,,
1014,Wind Storm,2008,12/28/2008,4:45 a.m.,12/31/2008,6:00 p.m.,Consumers Energy,Michigan,RFC,,"210,517","severe weather, wind",44.182205,-84.506836,,
1015,Wind Storm,2008,12/28/2008,11:45 a.m.,12/28/2008,11:30 p.m.,Midwest ISO,Michigan,RFC,,"230,000","severe weather, wind",44.182205,-84.506836,,
1016,Wind Storm,2008,12/27/2008,4:00 p.m.,1/1/2008,11:30 p.m.,DTE Energy,Michigan,RFC,,"247,847","severe weather, wind",44.182205,-84.506836,,
1017,Lightning,2008,12/26/2008,6:13 p.m.,12/27/2008,5:00 p.m.,"Hawaiian Electric Company, Inc.",Hawaii,HI,"1,060","294,000","severe weather, thunderstorm",19.741755,-155.844437,,
1018,Load Shedding,2008,12/26/2008,11:40 a.m.,12/26/2008,3:34 p.m.,Sacramento Municipal Utility District,California,WECC,110,"50,000",load shedding,36.778259,-119.417931,,
1019,Ice Storm,2008,12/19/2008,9:00 a.m.,12/20/2008,8:20 a.m.,Midwest ISO,Indiana,RFC,,"50,000","severe weather, winter storm",40.273502,-86.126976,,
1020,Electrical System Separation,2008,12/19/2008,1:02 a.m.,12/19/2008,6:17 a.m.,Pacific Gas and Electric Company,California,WECC,1,638,islanding,36.778259,-119.417931,,
1021,Ice Storm,2008,12/19/2008,8:30 a.m.,12/22/2008,12:00 p.m.,American Electric Power,"Indiana, Michigan, Ohio",RFC,,"140,000","severe weather, winter storm",40.273502,-86.126976,,
1022,Declared Stage 1 Electric Emergency/Made Public Appeal,2008,12/13/2008,3:30 p.m.,12/21/2008,9:17 a.m.,Pacific Gas and Electric Company,California,WECC,5,0,public appeal,36.778259,-119.417931,,
1023,Ice Storm,2008,12/12/2008,8:45 a.m.,12/14/2008,9:52 a.m.,Central Maine Power Company,Maine,NPCC,,"169,757","severe weather, winter storm",45.367584,-68.972168,,
1024,Ice Storm,2008,12/12/2008,1:00 a.m.,12/22/2008,12:00 a.m.,ISO New England,"Maine, Vermont, New Hampshire, Massachusetts, Connecticut, Rhode Island",NPCC,,"970,000","severe weather, winter storm",45.367584,-68.972168,,
1025,Ice Storm,2008,12/12/2008,2:38 a.m.,12/19/2008,1:24 p.m.,National Grid,New York,NPCC,200,"190,000","severe weather, winter storm",43,-75,,
1026,Ice Storm,2008,12/11/2008,6:00 p.m.,12/15/2008,12:00 a.m.,Central Hudson Gas and Electric,New York,NPCC,,"60,000","severe weather, winter storm",43,-75,,
1027,Snow Storm,2008,12/11/2008,9:00 a.m.,12/13/2008,11:59 p.m.,Entergy Corporation,"Louisiana, Mississippi",SERC,,"91,300","severe weather, winter storm",30.39183,-92.329102,,
1028,Equipment Failure/Made Public Appeal,2008,12/10/2008,5:09 p.m.,12/10/2008,8:29 p.m.,PacifiCorp,Oregon,WECC,32,3,"equipment failure, public appeal",44,-120.5,,
1029,Lines Loss/Transmission,2008,12/9/2008,5:27 p.m.,12/10/2008,4:12 a.m.,Jersey Central Power and Light,New Jersey,RFC,438,"156,729",transmission interruption,39.833851,-74.871826,,
1030,Fire/Load Shedding,2008,12/2/2008,4:30 a.m.,12/2/2008,7:00 a.m.,Midwest ISO,Missouri,RFC,135,"53,000","wild fire, load shedding",38.573936,-92.60376,,
1031,Brush Fire/Shed Firm Load,2008,11/15/2008,9:39 a.m.,11/15/2008,10:10 a.m.,Los Angeles Department of Water and Power,California,WECC,211,"115,500","wild fire, load shedding",36.778259,-119.417931,,
1032,Shed Firm Load,2008,11/11/2008,8:30 a.m.,11/11/2008,12:19 a.m.,Puerto Rico Electric Power Authority,Puerto Rico,PR,250,"261,000",load shedding,18.2208,66.5901,,
1033,Load Shedding,2008,11/7/2008,11:15 a.m.,11/7/2008,11:54 a.m.,California ISO,California,WECC,430,"400,000",load shedding,36.778259,-119.417931,,
1034,Load Shedding,2008,11/7/2008,11:13 a.m.,11/7/2008,11:54 a.m.,Southern California Edison,California,WECC,250,"140,000",load shedding,36.778259,-119.417931,,
1035,Severe Storm,2008,10/25/2008,11:00 p.m.,10/27/2008,7:00 a.m.,ISO New England,Connecticut,NPCC,,"52,000","severe weather, storm",41.599998,-72.699997,,
1036,Load Shedding,2008,10/2/2008,2:50 p.m.,10/2/2008,9:50 a.m.,Dow Chemical Company,Louisiana,SERC,200,0,load shedding,30.39183,-92.329102,,
1037,Electrical System Separation,2008,9/30/2008,2:02 p.m.,9/30/2008,2:05 p.m.,Pacific Gas and Electric Company,California,WECC,30,"10,000",islanding,36.778259,-119.417931,,
1038,Shed Firm Load,2008,9/22/2008,5:49 p.m.,9/22/2008,6:39 a.m.,Puerto Rico Electric Power Authority,Puerto Rico,PR,125,"43,600",load shedding,18.2208,66.5901,,
1039,Tropical Depression Ike,2008,9/15/2008,12:37 a.m.,9/19/2008,4:30 p.m.,Allegheny Power,Pennsylvania,RFC,546,"160,875","severe weather, hurricane/tropical storm",41.203323,-77.194527,,
1040,Wind Storm,2008,9/14/2008,5:00 p.m.,9/22/2008,5:11 p.m.,Ohio Edison Company,Ohio,RFC,469,"564,728","severe weather, wind",40.367474,-82.996216,,
1041,High Winds,2008,9/14/2008,10:01 a.m.,9/21/2008,5:00 p.m.,Owensboro Municipal Utilities,Kentucky,RFC,70,"18,000","severe weather, wind",37.839333,-84.27002,,
1042,Tropical Depression Ike,2008,9/14/2008,11:30 a.m.,9/14/2008,4:30 p.m.,Louisville Gas/Kentucky Utilities,Kentucky,RFC,,"375,000","severe weather, hurricane/tropical storm",37.839333,-84.27002,,
1043,Wind Storm,2008,9/14/2008,5:00 p.m.,9/22/2008,3:20 a.m.,Cleveland Electric Illuminating Company,Ohio,RFC,430,"245,164","severe weather, wind",40.367474,-82.996216,,
1044,Hurricane Ike,2008,9/14/2008,7:30 a.m.,9/18/2008,3:00 p.m.,Ameren Corporation,"Missouri, Illinois",MRO,,"107,000","severe weather, hurricane/tropical storm",38.573936,-92.60376,,
1045,Tropical Depression Ike,2008,9/14/2008,6:30 a.m.,9/14/2008,2:38 p.m.,Midwest ISO,"Ohio, Kentucky, Indiana",RFC,,"875,000","severe weather, hurricane/tropical storm",40.367474,-82.996216,,
1046,Wind Storm,2008,9/14/2008,5:00 p.m.,9/19/2008,12:38 p.m.,Pennsylvania Electric Company,Pennsylvania,RFC,72,"124,596","severe weather, wind",41.203323,-77.194527,,
1047,Hurricane Ike,2008,9/14/2008,2:00 p.m.,9/17/2008,12:00 p.m.,Dayton Power and Light,Ohio,RFC,"1,000","95,000","severe weather, hurricane/tropical storm",40.367474,-82.996216,,
1048,Tropical Depression Ike,2008,9/14/2008,7:00 p.m.,9/14/2008,11:59 p.m.,Duquesne Light Company,Pennsylvania,RFC,600,"105,000","severe weather, hurricane/tropical storm",41.203323,-77.194527,,
1049,Wind Storm,2008,9/14/2008,4:00 p.m.,9/20/2008,11:00 p.m.,American Electric Company,"Indiana, Ohio",RFC,,"650,000","severe weather, wind",40.273502,-86.126976,,
1050,Hurricane Ike,2008,9/13/2008,12:00 p.m.,9/15/2008,8:00 a.m.,Oncor Electric Delivery Company LLC,Texas,TRE,,"238,392","severe weather, hurricane/tropical storm",31,-100,,
1051,Hurricane Ike,2008,9/13/2008,4:00 p.m.,9/16/2008,7:44 p.m.,American Electric Power CSWS,"Texas, Louisiana",SPP,,"184,501","severe weather, hurricane/tropical storm",31,-100,,
1052,Hurricane Ike,2008,9/13/2008,10:24 a.m.,9/27/2008,2:40 p.m.,Louisiana Generating LLC,Louisiana,SERC,40,"50,000","severe weather, hurricane/tropical storm",30.39183,-92.329102,,
1053,Hurricane Ike,2008,9/12/2008,8:00 p.m.,9/27/2008,7:00 p.m.,Texas New Mexico Power Company,Texas,TRE,650,"113,247","severe weather, hurricane/tropical storm",31,-100,,
1054,Hurricane Ike,2008,9/12/2008,6:21 p.m.,10/1/2008,11:59 p.m.,CenterPoint Energy,Texas,TRE,"8,087","2,142,678","severe weather, hurricane/tropical storm",31,-100,,
1055,Hurricane Ike,2008,9/12/2008,6:21 p.m.,10/1/2008,11:59 p.m.,Electric Reliability Council of Texas,Texas,TRE,,"2,504,366","severe weather, hurricane/tropical storm",31,-100,,
1056,Hurricane Ike,2008,9/12/2008,5:45 a.m.,9/14/2008,1:00 p.m.,Entergy Corporation,Texas,SERC,,"705,000","severe weather, hurricane/tropical storm",31,-100,,
1057,Fuel Supply Deficiency,2008,9/8/2008,10:03 p.m.,9/9/2008,12:28 a.m.,"State of California, Department of Water Resources",California,WECC,300,0,fuel supply emergency,36.778259,-119.417931,,
1058,Tropical Storm Hanna,2008,9/6/2008,2:15 p.m.,9/6/2008,4:06 p.m.,Dominion-Virginia Power,"North Carolina, Virginia",SERC,220,"64,463","severe weather, hurricane/tropical storm",35.782169,-80.793457,,
1059,Tropical Storm Hanna,2008,9/6/2008,7:45 a.m.,9/6/2008,10:30 a.m.,Progress Energy Carolinas,North Carolina,SERC,,"57,000","severe weather, hurricane/tropical storm",35.782169,-80.793457,,
1060,Hurricane Gustav,2008,9/1/2008,10:30 a.m.,9/13/2008,7:22 p.m.,Louisiana Generating LLC,Louisiana,SERC,400,"150,000","severe weather, hurricane/tropical storm",30.39183,-92.329102,,
1061,Hurricane Gustav,2008,9/1/2008,11:45 a.m.,9/10/2008,4:00 p.m.,Cleco Power LLC,Louisiana,SERC,,"246,092","severe weather, hurricane/tropical storm",30.39183,-92.329102,,
1062,Fuel Supply Curtailed,2008,8/31/2008,7:30 a.m.,9/19/2008,9:00 a.m.,Dow Chemical Company,Louisiana,SERC,200,0,fuel supply emergency,30.39183,-92.329102,,
1063,Hurricane Gustav,2008,8/31/2008,7:00 p.m.,9/3/2008,9:00 a.m.,Entergy Corporation,"Louisiana, Mississippi, Arkansas",SERC,,"964,000","severe weather, hurricane/tropical storm",30.39183,-92.329102,,
1064,Tropical Storm Fay,2008,8/24/2008,4:30 a.m.,8/24/2008,2:00 p.m.,Southern Company,"Georgia, Alabama",SERC,110,"87,390","severe weather, hurricane/tropical storm",33.247875,-83.441162,,
1065,Fuel Supply Emergency-Low Coal Inventory Levels,2008,8/22/2008,12:00 p.m.,8/23/2008,12:00 p.m.,Mirant Chalk Point LLC,Unknown,RFC,0,0,"fuel supply emergency, coal",,,,
1066,Tropical Storm Fay,2008,8/21/2008,7:00 p.m.,8/25/2008,8:00 a.m.,Progress Energy Florida,Florida,FRCC,,"430,000","severe weather, hurricane/tropical storm",27.994402,-81.760254,,
1067,Tropical Storm Fay,2008,8/19/2008,9:29 a.m.,8/22/2008,10:00 p.m.,Florida Power and Light,Florida,FRCC,,"101,950","severe weather, hurricane/tropical storm",27.994402,-81.760254,,
1068,Shed Firm Load,2008,8/18/2008,7:22 p.m.,8/19/2008,6:44 p.m.,Puerto Rico Electric Power Authority,Puerto Rico,PR,225,"100,000",load shedding,18.2208,66.5901,,
1069,Lightning/Transmission Equipment Damage,2008,8/16/2008,5:23 a.m.,8/16/2008,7:30 a.m.,Lubbock Power and Light,Texas,TRE,153,"71,823","severe weather, thunderstorm, equipment failure",31,-100,,
1070,Shed Firm Load/Voltage Reduction,2008,8/16/2008,8:14 a.m.,8/16/2008,3:00 p.m.,Puerto Rico Electric Power Authority,Puerto Rico,PR,300,"200,000","load shedding, voltage reduction",18.2208,66.5901,,
1071,Made Public Appeals,2008,8/15/2008,12:52 p.m.,8/15/2008,5:00 p.m.,Seattle City Light,Washington,WECC,100,"8,000",public appeal,47.751076,-120.740135,,
1072,Declared Energy Emergency Alert 1/Made Public Appeals,2008,8/9/2008,12:00 p.m.,8/9/2008,8:46 p.m.,XCEL,Texas,SPP,0,0,"fuel supply emergency, public appeal",31,-100,,
1073,Severe Storms,2008,8/5/2008,3:00 a.m.,8/5/2008,9:50 a.m.,Northern Indiana Public Service Company,Indiana,RFC,0,"63,000","severe weather, storm",40.273502,-86.126976,,
1074,Severe Weather,2008,8/4/2008,6:00 p.m.,8/6/2008,8:00 a.m.,Exelon Corporation West ComEd,Illinois,RFC,,"653,000",severe weather,40,-89,,
1075,Severe Thunderstorms,2008,8/3/2008,1:30 a.m.,8/3/2008,4:15 a.m.,Entergy Corporation,"Mississippi, Louisiana, Texas",SERC,,"59,500","severe weather, thunderstorm",33,-90,,
1076,Severe Thunderstorms,2008,8/2/2008,8:00 p.m.,8/3/2008,5:30 a.m.,Southern Company,"Georgia, Alabama",SERC,400,"131,115","severe weather, thunderstorm",33.247875,-83.441162,,
1077,Electric System Separation/Severe Lightning Storms,2008,7/24/2008,7:23 a.m.,7/24/2008,5:41 p.m.,ISO New England,Maine,NPCC,180,"110,000","severe weather, thunderstorm, islanding",45.367584,-68.972168,,
1078,Hurricane Dolly,2008,7/23/2008,5:56 a.m.,7/31/2008,4:00 a.m.,American Electric Power,Texas,TRE,703,"211,266","severe weather, hurricane/tropical storm",31,-100,,
1079,Severe Thunderstorms,2008,7/22/2008,3:00 a.m.,7/24/2008,7:32 p.m.,Duke Energy Indiana,Indiana,RFC,,"58,000","severe weather, thunderstorm",40.273502,-86.126976,,
1080,Indequate Electric Resources to Serve Load/Public Appeal,2008,7/22/2008,2:00 p.m.,7/24/2008,5:09 a.m.,Southwestern Public Service Company,"Texas, New Mexico",SPP,,-,"load shedding, public appeal",31,-100,,
1081,Severe Thunderstorms,2008,7/22/2008,3:00 a.m.,7/23/2008,3:30 a.m.,Duke Energy Ohio,Ohio,RFC,,"56,000","severe weather, thunderstorm",40.367474,-82.996216,,
1082,Storm,2008,7/21/2008,12:49 a.m.,7/22/2008,6:00 p.m.,MidAmercian Energy Company,"Iowa, Illinois",MRO,170,"185,000","severe weather, storm",42.032974,-93.581543,,
1083,Unit Tripped,2008,7/10/2008,2:22 p.m.,7/10/2008,5:21 p.m.,Crockett Cogeneration,California,WECC,240,-,generator trip,36.778259,-119.417931,,
1084,Heat Wave/Potential Fire Threat/Made Public Appeals,2008,7/7/2008,12:15 p.m.,7/10/2008,5:00 p.m.,California ISO,California,WECC,0,0,"severe weather, heat, public appeal",36.778259,-119.417931,,
1085,Fuel Supply Deficiency,2008,7/2/2008,4:00 p.m.,Ongoing,Ongoing,"State of California, Department of Water Resources",California,WECC,-,-,fuel supply emergency,36.778259,-119.417931,,
1086,Thunderstorms,2008,7/2/2008,8:00 p.m.,7/3/2008,3:00 a.m.,Detroit Edison Company-DTE,Michigan,RFC,,"56,000","severe weather, thunderstorm",44.182205,-84.506836,,
1087,Severe Weather,2008,7/2/2008,3:00 p.m.,7/6/2008,12:00 p.m.,Consumers Energy,Michigan,RFC,125,"239,663",severe weather,44.182205,-84.506836,,
